spol,tip_putnika,godine,vrsta_putovanja,klasa,udaljenost_leta,vrijeme_odlaska_dolaska,kasnjenje_polaska_u_minutama,kasnjenje_dolaska_u_minutama,zadovoljstvo_putnika
musko,Lojalan putnik,32,Lično putovanje,Ekonomska,649,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,68,Lično putovanje,Ekonomska Plus,1506,5,8,6,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,733,4,0,0,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,1730,2,0,0,Zadovoljan
zensko,Lojalan putnik,66,Lično putovanje,Ekonomska,260,0,0,25,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Poslovna,2740,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,30,Poslovno putovanje,Poslovna,3468,5,4,9,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,17,Poslovno putovanje,Ekonomska,1091,5,0,7,Zadovoljan
zensko,Lojalan putnik,62,Lično putovanje,Ekonomska,250,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,33,Poslovno putovanje,Poslovna,2304,5,16,10,Zadovoljan
musko,Lojalan putnik,68,Lično putovanje,Ekonomska,646,3,80,82,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Ekonomska,337,3,59,53,Neutralan ili nezadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Poslovna,551,4,0,4,Zadovoljan
zensko,Nelojalan putnik,50,Poslovno putovanje,Ekonomska,581,1,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,28,Poslovno putovanje,Ekonomska,250,0,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,59,Poslovno putovanje,Poslovna,2743,2,0,4,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Lično putovanje,Poslovna,541,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,37,Poslovno putovanje,Ekonomska,391,1,6,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,45,Poslovno putovanje,Ekonomska,431,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Poslovna,2062,3,0,0,Zadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,1488,3,11,18,Zadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,184,5,0,0,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,1739,5,0,0,Zadovoljan
zensko,Lojalan putnik,64,Lično putovanje,Ekonomska,733,4,0,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Poslovna,2887,5,19,19,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,3796,4,0,3,Zadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,2187,4,41,92,Zadovoljan
zensko,Lojalan putnik,36,Poslovno putovanje,Poslovna,196,2,54,36,Zadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,1217,3,25,15,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,38,Poslovno putovanje,Ekonomska,248,1,26,21,Neutralan ili nezadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Ekonomska,1431,4,3,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,33,Poslovno putovanje,Poslovna,417,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,3251,4,0,0,Zadovoljan
musko,Lojalan putnik,28,Poslovno putovanje,Poslovna,3046,1,0,0,Zadovoljan
zensko,Lojalan putnik,34,Lično putovanje,Poslovna,569,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,28,Lično putovanje,Ekonomska,297,5,0,16,Neutralan ili nezadovoljan
musko,Nelojalan putnik,22,Poslovno putovanje,Poslovna,746,2,0,14,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,1744,2,0,11,Zadovoljan
zensko,Lojalan putnik,36,Poslovno putovanje,Poslovna,2555,4,0,0,Zadovoljan
musko,Lojalan putnik,70,Lično putovanje,Ekonomska,413,4,1,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,3642,2,0,0,Zadovoljan
zensko,Lojalan putnik,76,Poslovno putovanje,Poslovna,3965,5,16,12,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,270,4,0,1,Zadovoljan
zensko,Lojalan putnik,68,Lično putovanje,Ekonomska,475,4,117,110,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,474,5,0,0,Zadovoljan
musko,Lojalan putnik,39,Lično putovanje,Ekonomska,335,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,34,Lično putovanje,Ekonomska,438,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Poslovna,2160,1,0,0,Zadovoljan
zensko,Lojalan putnik,48,Lično putovanje,Ekonomska,692,4,0,0,Zadovoljan
zensko,Lojalan putnik,22,Lično putovanje,Ekonomska,447,5,0,0,Zadovoljan
zensko,Lojalan putnik,25,Lično putovanje,Ekonomska,1075,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,1504,1,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,30,Poslovno putovanje,Ekonomska,162,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,61,Lično putovanje,Ekonomska Plus,550,5,0,0,Zadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,273,4,72,116,Zadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,1924,2,13,7,Zadovoljan
musko,Lojalan putnik,64,Lično putovanje,Ekonomska,205,5,94,95,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,26,Poslovno putovanje,Ekonomska Plus,407,1,40,33,Neutralan ili nezadovoljan
zensko,Lojalan putnik,23,Poslovno putovanje,Poslovna,2039,2,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,25,Lično putovanje,Ekonomska,403,5,7,5,Zadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,1979,1,0,0,Zadovoljan
musko,Lojalan putnik,23,Poslovno putovanje,Poslovna,1597,4,146,102,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Ekonomska,409,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,29,Poslovno putovanje,Poslovna,3801,2,0,0,Zadovoljan
zensko,Lojalan putnik,17,Poslovno putovanje,Poslovna,2728,1,0,0,Zadovoljan
zensko,Lojalan putnik,14,Lično putovanje,Ekonomska,2288,3,23,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,14,Lično putovanje,Ekonomska,1047,5,40,28,Neutralan ili nezadovoljan
musko,Nelojalan putnik,10,Poslovno putovanje,Poslovna,837,0,3,2,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,1889,1,98,91,Zadovoljan
zensko,Lojalan putnik,10,Lično putovanje,Ekonomska,2486,1,1,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,2204,1,0,0,Zadovoljan
musko,Lojalan putnik,40,Lično putovanje,Ekonomska,925,4,16,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,8,Lično putovanje,Ekonomska,802,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,30,Poslovno putovanje,Poslovna,1823,2,0,0,Zadovoljan
zensko,Lojalan putnik,33,Poslovno putovanje,Poslovna,391,2,29,26,Neutralan ili nezadovoljan
zensko,Lojalan putnik,62,Poslovno putovanje,Poslovna,346,2,1,12,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Ekonomska,671,5,0,4,Neutralan ili nezadovoljan
musko,Lojalan putnik,32,Lično putovanje,Ekonomska,779,3,138,150,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Lično putovanje,Ekonomska,302,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Poslovna,599,3,0,0,Zadovoljan
zensko,Lojalan putnik,36,Lično putovanje,Ekonomska,125,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,967,1,0,0,Zadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Poslovna,232,3,0,0,Zadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Ekonomska,158,2,112,109,Neutralan ili nezadovoljan
zensko,Lojalan putnik,36,Poslovno putovanje,Poslovna,3214,3,0,0,Zadovoljan
zensko,Lojalan putnik,24,Lično putovanje,Ekonomska,272,4,0,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,29,Poslovno putovanje,Ekonomska Plus,508,3,0,0,Zadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,632,1,11,20,Zadovoljan
musko,Lojalan putnik,52,Lično putovanje,Ekonomska,337,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,55,Poslovno putovanje,Poslovna,2335,1,2,3,Zadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,2258,4,0,0,Zadovoljan
musko,Lojalan putnik,45,Lično putovanje,Ekonomska,1009,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,61,Lično putovanje,Ekonomska,241,5,39,29,Neutralan ili nezadovoljan
musko,Nelojalan putnik,29,Poslovno putovanje,Ekonomska,922,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Ekonomska,697,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,175,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,37,Poslovno putovanje,Poslovna,216,5,0,0,Zadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,3094,2,55,50,Zadovoljan
musko,Lojalan putnik,63,Poslovno putovanje,Ekonomska,255,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,2486,1,0,7,Zadovoljan
zensko,Lojalan putnik,29,Poslovno putovanje,Poslovna,2558,4,10,0,Zadovoljan
musko,Lojalan putnik,67,Poslovno putovanje,Poslovna,349,1,26,9,Zadovoljan
musko,Lojalan putnik,12,Lično putovanje,Ekonomska,404,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Ekonomska Plus,163,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,19,Lično putovanje,Ekonomska,253,4,0,0,Zadovoljan
musko,Lojalan putnik,54,Poslovno putovanje,Poslovna,813,2,0,1,Zadovoljan
musko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,1344,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Lično putovanje,Ekonomska,325,5,138,137,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,986,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,912,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,32,Lično putovanje,Ekonomska,160,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,63,Lično putovanje,Ekonomska,1212,0,0,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Ekonomska Plus,357,0,0,0,Zadovoljan
musko,Nelojalan putnik,42,Poslovno putovanje,Poslovna,371,5,29,18,Zadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,675,2,0,0,Zadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Ekonomska,2399,1,0,0,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,868,1,16,3,Zadovoljan
zensko,Lojalan putnik,54,Lično putovanje,Ekonomska,678,4,8,5,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Lično putovanje,Ekonomska,731,4,2,6,Neutralan ili nezadovoljan
musko,Nelojalan putnik,39,Poslovno putovanje,Ekonomska,199,2,50,32,Neutralan ili nezadovoljan
zensko,Lojalan putnik,80,Poslovno putovanje,Poslovna,3363,4,13,10,Zadovoljan
musko,Lojalan putnik,35,Lično putovanje,Ekonomska,429,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Lično putovanje,Ekonomska,1158,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Lično putovanje,Poslovna,641,4,1,0,Zadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,834,5,39,43,Zadovoljan
zensko,Lojalan putnik,28,Poslovno putovanje,Poslovna,2834,1,0,0,Zadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Poslovna,3340,1,17,12,Zadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2668,2,8,0,Zadovoljan
musko,Lojalan putnik,54,Lično putovanje,Ekonomska,237,5,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,528,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,29,Poslovno putovanje,Ekonomska,612,1,21,26,Neutralan ili nezadovoljan
zensko,Lojalan putnik,31,Lično putovanje,Poslovna,1972,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,69,Lično putovanje,Ekonomska,580,2,12,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,25,Poslovno putovanje,Poslovna,689,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,29,Poslovno putovanje,Ekonomska,516,4,5,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,33,Poslovno putovanje,Poslovna,1389,5,0,0,Zadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Ekonomska,628,2,0,0,Zadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Poslovna,1438,3,59,55,Zadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Ekonomska,174,4,0,30,Zadovoljan
zensko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,936,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Poslovno putovanje,Poslovna,1015,1,17,6,Zadovoljan
zensko,Nelojalan putnik,37,Poslovno putovanje,Ekonomska,187,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,34,Lično putovanje,Ekonomska,446,4,10,13,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,1844,2,6,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1605,2,7,19,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,1528,3,1,0,Zadovoljan
musko,Lojalan putnik,47,Lično putovanje,Poslovna,584,4,2,12,Neutralan ili nezadovoljan
musko,Nelojalan putnik,39,Poslovno putovanje,Poslovna,395,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,9,Lično putovanje,Ekonomska,273,1,0,0,Zadovoljan
musko,Lojalan putnik,30,Poslovno putovanje,Poslovna,3598,3,0,0,Zadovoljan
musko,Nelojalan putnik,35,Poslovno putovanje,Poslovna,425,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,584,2,0,0,Zadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,1555,2,7,8,Zadovoljan
musko,Lojalan putnik,55,Lično putovanje,Poslovna,859,4,10,35,Neutralan ili nezadovoljan
zensko,Lojalan putnik,57,Poslovno putovanje,Ekonomska,1222,2,14,14,Zadovoljan
zensko,Lojalan putnik,30,Lično putovanje,Ekonomska Plus,1092,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,2204,2,0,12,Zadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Poslovna,512,0,0,0,Zadovoljan
musko,Lojalan putnik,33,Lično putovanje,Ekonomska Plus,861,4,59,52,Neutralan ili nezadovoljan
zensko,Lojalan putnik,26,Lično putovanje,Ekonomska,773,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Poslovna,1725,4,26,1,Zadovoljan
zensko,Nelojalan putnik,20,Poslovno putovanje,Ekonomska,744,4,0,2,Neutralan ili nezadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Poslovna,255,5,11,0,Zadovoljan
musko,Lojalan putnik,13,Lično putovanje,Ekonomska,549,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2865,1,14,0,Zadovoljan
zensko,Lojalan putnik,50,Lično putovanje,Ekonomska,1009,1,4,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Poslovna,359,4,11,2,Zadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Ekonomska,209,5,0,0,Zadovoljan
musko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,370,0,117,115,Zadovoljan
musko,Lojalan putnik,55,Lično putovanje,Ekonomska,2475,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,52,Poslovno putovanje,Ekonomska,646,1,0,3,Neutralan ili nezadovoljan
zensko,Lojalan putnik,62,Poslovno putovanje,Poslovna,2203,5,20,16,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Lično putovanje,Ekonomska Plus,288,4,34,25,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,2779,2,8,11,Zadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,692,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,64,Poslovno putovanje,Poslovna,2866,5,0,6,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,223,5,4,8,Neutralan ili nezadovoljan
zensko,Lojalan putnik,56,Poslovno putovanje,Poslovna,2463,5,2,2,Zadovoljan
zensko,Lojalan putnik,46,Lično putovanje,Ekonomska,391,4,7,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2437,3,0,0,Zadovoljan
musko,Lojalan putnik,33,Poslovno putovanje,Ekonomska Plus,371,3,51,67,Neutralan ili nezadovoljan
musko,Nelojalan putnik,49,Poslovno putovanje,Ekonomska Plus,802,3,2,9,Neutralan ili nezadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Poslovna,1590,2,0,8,Zadovoljan
zensko,Lojalan putnik,38,Poslovno putovanje,Poslovna,1825,4,2,41,Zadovoljan
musko,Lojalan putnik,66,Lično putovanje,Ekonomska,620,5,3,54,Neutralan ili nezadovoljan
musko,Nelojalan putnik,30,Poslovno putovanje,Poslovna,899,2,0,24,Neutralan ili nezadovoljan
zensko,Lojalan putnik,24,Lično putovanje,Ekonomska Plus,789,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,16,Poslovno putovanje,Poslovna,2419,1,0,0,Zadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska Plus,201,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,1781,3,0,0,Zadovoljan
zensko,Lojalan putnik,70,Poslovno putovanje,Ekonomska,387,4,1,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,3079,4,3,0,Zadovoljan
zensko,Lojalan putnik,22,Poslovno putovanje,Ekonomska,301,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,42,Poslovno putovanje,Poslovna,1005,5,5,3,Zadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Poslovna,1520,2,12,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,1914,4,0,0,Zadovoljan
zensko,Lojalan putnik,50,Lično putovanje,Ekonomska,341,4,31,24,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Lično putovanje,Ekonomska,1080,3,0,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,66,Lično putovanje,Ekonomska,859,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,1400,2,13,46,Zadovoljan
musko,Lojalan putnik,25,Lično putovanje,Ekonomska,550,0,122,124,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska Plus,192,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,236,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Poslovna,3325,5,0,0,Zadovoljan
musko,Nelojalan putnik,35,Poslovno putovanje,Poslovna,407,1,77,84,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,1683,3,0,0,Zadovoljan
musko,Lojalan putnik,62,Lično putovanje,Ekonomska Plus,2342,5,5,6,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,280,4,0,0,Zadovoljan
zensko,Lojalan putnik,59,Lično putovanje,Ekonomska,272,0,0,4,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,2420,3,106,119,Neutralan ili nezadovoljan
musko,Nelojalan putnik,17,Poslovno putovanje,Ekonomska,187,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,68,Lično putovanje,Ekonomska,587,3,0,18,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,2218,5,0,0,Zadovoljan
zensko,Lojalan putnik,22,Lično putovanje,Poslovna,533,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,28,Poslovno putovanje,Poslovna,993,3,0,0,Zadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Poslovna,1900,5,0,0,Zadovoljan
zensko,Lojalan putnik,47,Lično putovanje,Ekonomska,1009,4,2,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,101,0,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,75,Poslovno putovanje,Poslovna,3509,1,2,1,Zadovoljan
zensko,Lojalan putnik,28,Poslovno putovanje,Poslovna,1705,5,19,4,Neutralan ili nezadovoljan
zensko,Lojalan putnik,56,Poslovno putovanje,Poslovna,235,2,76,102,Neutralan ili nezadovoljan
zensko,Lojalan putnik,38,Lično putovanje,Ekonomska,814,0,9,57,Neutralan ili nezadovoljan
zensko,Lojalan putnik,57,Poslovno putovanje,Poslovna,3553,3,0,0,Zadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2468,5,9,17,Zadovoljan
zensko,Lojalan putnik,56,Poslovno putovanje,Poslovna,2255,4,26,14,Zadovoljan
zensko,Lojalan putnik,26,Poslovno putovanje,Poslovna,1546,2,0,3,Zadovoljan
zensko,Lojalan putnik,10,Lično putovanje,Ekonomska,140,0,35,24,Neutralan ili nezadovoljan
zensko,Lojalan putnik,25,Lično putovanje,Ekonomska,1069,5,2,10,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Lično putovanje,Ekonomska,599,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,602,4,0,0,Zadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,2559,0,0,0,Zadovoljan
zensko,Lojalan putnik,35,Poslovno putovanje,Poslovna,1565,1,31,42,Zadovoljan
musko,Lojalan putnik,27,Poslovno putovanje,Poslovna,2585,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Lično putovanje,Ekonomska,1075,5,19,13,Neutralan ili nezadovoljan
zensko,Lojalan putnik,25,Poslovno putovanje,Poslovna,1935,1,2,2,Zadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,1947,2,0,0,Zadovoljan
zensko,Lojalan putnik,32,Poslovno putovanje,Poslovna,3338,2,0,0,Zadovoljan
zensko,Lojalan putnik,34,Poslovno putovanje,Poslovna,3357,3,0,0,Zadovoljan
musko,Lojalan putnik,15,Lično putovanje,Ekonomska,909,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,35,Poslovno putovanje,Poslovna,3978,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,65,Lično putovanje,Ekonomska Plus,248,1,36,33,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,2988,4,7,57,Zadovoljan
zensko,Lojalan putnik,65,Lično putovanje,Ekonomska,937,1,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,12,Poslovno putovanje,Ekonomska,1476,3,0,17,Neutralan ili nezadovoljan
musko,Lojalan putnik,67,Lično putovanje,Poslovna,438,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,44,Lično putovanje,Ekonomska,728,1,1,5,Neutralan ili nezadovoljan
musko,Nelojalan putnik,37,Poslovno putovanje,Ekonomska,903,0,151,131,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,1371,5,1,0,Zadovoljan
zensko,Lojalan putnik,35,Lično putovanje,Ekonomska,405,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,56,Poslovno putovanje,Ekonomska,266,2,0,0,Zadovoljan
zensko,Lojalan putnik,48,Poslovno putovanje,Poslovna,946,3,0,5,Zadovoljan
zensko,Lojalan putnik,43,Poslovno putovanje,Poslovna,2383,3,7,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Poslovna,3100,1,10,8,Zadovoljan
musko,Lojalan putnik,27,Lično putovanje,Ekonomska,1076,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Poslovna,238,2,155,144,Zadovoljan
zensko,Nelojalan putnik,36,Poslovno putovanje,Ekonomska,331,0,0,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,3235,5,15,2,Zadovoljan
musko,Lojalan putnik,16,Poslovno putovanje,Poslovna,1593,4,0,2,Zadovoljan
zensko,Nelojalan putnik,28,Poslovno putovanje,Ekonomska,1076,2,0,36,Zadovoljan
zensko,Lojalan putnik,24,Lično putovanje,Ekonomska,2475,4,3,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Lično putovanje,Ekonomska,869,3,0,30,Neutralan ili nezadovoljan
musko,Lojalan putnik,17,Lično putovanje,Ekonomska,1007,4,80,85,Neutralan ili nezadovoljan
zensko,Lojalan putnik,30,Poslovno putovanje,Poslovna,2088,4,5,26,Neutralan ili nezadovoljan
zensko,Lojalan putnik,46,Lično putovanje,Poslovna,783,4,0,0,Neutralan ili nezadovoljan
